	text	label
3545	dulux color chart matt black gloss black	0
3546	welcome future	0
3547	potato lunch	0
3548	protested trump today mommy who big boy	0
3549	pot hole great way wake	0
3550	someone asks weekend plan old girl need nap	0
3551	ex girfriends like dont even care anymore	0
3552	sex suddenly stopped didnt move hush bitch seen pornhub called buffering	0
3553	symbol stupidity	0
3554	first act getting rid smell brought house	1
3555	spending quality time dad	1
3556	norway rape dinner	0
3557	latest greatest truck come dishwasher	0
3558	pic saying didnt drink much last night friend	0
3559	grew household talking back got as whooped	0
3560	youre gay thats lifestyle choice mean hate gay	1
3561	idiot trump thanks wall im need target practice	0
3562	sorry offended maybe needed offended here apology one thing fuck	0
3563	brother day without blast day wasted zakir naik	0
3564	give holy flag praise lord enslaver	0
3565	hunger game he winning	0
3566	done destroying country well move	0
3567	whats difference walrus lesbian one smell like fish moustache walrus	1
3568	texas church like pew pew pew	0
3569	spook hazzard	1
3570	trump better deal muslim kill	1
3571	ah young grow quickly	0
3572	racist	0
3573	talking shit trump since day one cry like bitch getting called	0
3574	nail point	0
3575	everyone told gon na leave	1
3576	caught goat cheating	1
3577	hate woman much im even joking bro	1
3578	pope vatican	0
3579	black parent white parent	0
3580	great mind think alike	0
3581	fresh fb jail still giving fuck	0
3582	allowed drive took magic carpet ride	1
3583	jamal cycle faster owner coming	1
3584	last summer camp lit	1
3585	little driving music make day	0
3586	gun safety especially important teaching shooting class	0
3587	cotton farm	0
3588	youre way worship allah forgot prayer rug	0
3589	husband husband husband	0
3590	immigrantswave flag invader wave	1
3591	thought prayer go victim	0
3592	black race practice love enemy race practice name religion look condition people look condition black	1
3593	free tommy robinson he nashunal hero today ill prove youre dad	1
3594	hunting hobby way life	0
3595	want found love eachother	0
3596	anything u better anything better	0
3597	youre target practice safely sea	0
3598	real	0
3599	playing ugly hard get yo as already hard want	0
3600	today got cat petcare tip	0
3601	creep child room empty sack	0
3602	goat cant talk muslim rape reported	1
3603	look dad give dont make curfew	0
3604	rose red candle drip wax breaking news man try trade kidnapped baby big mac	0
3605	assassinated joan river trashed obama remember	0
3606	youre muslim oil	1
3607	send location	1
3608	first day prison accidentally drop soap lowkey wasnt accident fun begin	0
3609	bitch like stitch pick open	0
3610	take picture together first time	0
3611	sense humor dark pick cotton	1
3612	yeah bitch kill streak	0
3613	finally self car day	0
3614	said mr president target there walmarts north korea	0
3615	busy like hive bee controlling family see edits news hear youll know think fear till truth gone unless stand en masse	1
3616	like gay iran	0
3617	grow lol nevermind	1
3618	want rape steal murder moral repercussion islam definitely religion	1
3619	aboard headed home	0
3620	look plane uncle samir	1
3621	look bright side half black	0
3622	muslim hunt le muslim	1
3623	race equal	0
3624	im messenger give message cant kill	0
3625	marokko speed dating	1
3626	greater joy u men raping woman goddamn fuck	1
3627	pull yell kobe shot actually go part life within doesnt	0
3628	got crap brain make sure wear diaper	0
3629	stop smoking isnt cigarette ash thats happens lung	0
3630	lock throw away key	0
3631	racist dont appreciate mouthed farm equipment	1
3632	would rate pupper golden	0
3633	pretty much sum islam	1
3634	christian act religious discussion	0
3635	whats burning	1
3636	enter woman restroom mistake	0
3637	black pastor new house negro gatekeeper mental slavery	1
3638	mohammad fucked blink hacker group oink oink hi name mohammad fuck muslim	1
3639	take bottle water africa	0
3640	fresh fb jail still giving fuck	0
3641	government	0
3642	grow lol nevermind	1
3643	ive got problem down syndrome one	1
3644	cash auschwitz bow dach	1
3645	everytime moslem stand congress tell u change constitution impeach president vote socialism remember said would never forget said would destroy u within	1
3646	mandatory vaccination exemption	0
3647	america doesnt need gun ban need idiot ban	0
3648	anytime dog growl excuse shit goddamn french threaten	0
3649	lesbian sex	1
3650	muslim strip club	1
3651	clothes come	0
3652	thing men upset woman lie honest talking talking much showing emotion emotional breathing	1
3653	look told something idiotic like	0
3654	woke last night find tv floating across room first thought ghost turned black guy stealing	1
3655	becomes woman immediately kill person driving	1
3656	manual tranny automatic tranny rebuilt tranny	1
3657	dont rude folk go page wish happy easter	0
3658	feed greed hello im sir trevor chinn control tom watson money zionist	1
3659	maam look found penis	1
3660	didnt let disability hold back	0
3661	love couch understand	0
3662	martin luther king jr rallying community	0
3663	need help swimming	0
3664	mean unless shes dyslexic	1
3665	white kid dont know shoot dad pretend classmate	1
3666	called fuck located	0
3667	im saying shes slag shes seen japseyes asian optician	1
3668	love political correctness tolerance greatest weapon	1
3669	hard first class youre white trash	1
3670	year job million job gained month job job lost	0
3671	body choice	0
3672	become superhero would exmen transformer	1
3673	gas	0
3674	ten cent day help feed child	0
3675	company pride month end	0
3676	cat hear bag open	0
3677	year triggered left	0
3678	buck sex isnt normal meth meth rolling back price farther walmart	1
3679	used cool youre basically mentally retarded year drug abuse fat getting sober friend	1
3680	swore wed never forget took elected office	0
3681	understanding difference nazism hollywood inverted depiction national socialism national socialism	0
3682	damn really thinking making class	1
3683	people dwarfism arguing	0
3684	stoned wife yesterday youre lonely ankle compilaion	0
3685	ask jewsih girl number start rolling sleeve	1
3686	grandparent died holocaust gon na put oven trunk	1
3687	sorry white guy date black guy	0
3688	banner street hulk sheet	0
3689	razor back please	0
3690	im going trans hunting	1
3691	imagine group people filled much hatred make law making illegal hate	1
3692	musslamic democrat ilhan omar threatend member congress shes told several republican shelll send shawarma give taste culture share say arrest	1
3693	im pretty parent white	1
3694	like egg like nigger beaten separated white	1
3695	people walk mile day fresh water dont move closer fucking water	0
3696	typical white man	0
3697	whats difference pizza pizza taste better	0
3698	sure shit talk people like shoot people dont like count something right	0
3699	bout nut cousin hear barn door open	0
3700	look son idiot	0
3701	im sexist sexist wrong wrong woman	1
3702	money cant buy happiness hooker coke dont make sad either	0
3703	youve finished life crime	0
3704	black people became christian	0
3705	bomb every minute	1
3706	person chase show clear sign doesnt want anything im gon na pretend didnt see	0
3707	nein danke im happy gas supplier	0
3708	america could people consider master race	0
3709	went jail sin	0
3710	ach thats car volkswagen car produce gaz expected	1
3711	safe sex isi style	0
3712	put ape rape	0
3713	look give youre new sheik town	0
3714	letter mental disorder	0
3715	disgusting laugh gender dysphoria	0
3716	happens dont spank kid	0
3717	second chloroform chill give look	0
3718	nothing beautiful ironed clothes	0
3719	face as thats way like allah	1
3720	dress dinner girlfriend house parent house	0
3721	white people weird shit black people criminal stereotype exist reason	1
3722	grow lol nevermind	0
3723	slice dice	1
3724	asks send dick pic dick mom mouth	0
3725	nationalism beauty feminism isnt	1
3726	flag represent	0
3727	youve heard elf shelf get ready	0
3728	go ahead call cop cant unrape	0
3729	bruce jenner dog	0
3730	baby small enough fit shoe box take advantage cute baby picture	0
3731	post shit find funny please know offends find shit funny also	0
3732	ignorant history already march life already disarmed	0
3733	dont get started tranny problem	0
3734	letter awesome	0
3735	face make ahmed hit gspot	0
3736	look beautiful muslim woman	0
3737	pauline hanson warns obey rule rule go back came	0
3738	fuck turk never armenian life	1
3739	happy love	0
3740	church america people sleeping street	0
3741	happens white people lose white privilege	1
3742	look tit friend said man ever	0
3743	domestic abuse laughing matter	0
3744	white privilege privilege called racist people see nothing else except color skin	1
3745	gettin hot take ur clothes	1
3746	bos asks need leave early bro im straightup good time	0
3747	black people anything doesnt belong	0
3748	chelsea clinton ugly give head count anal	0
3749	body add another plate sink im washing dish	0
3750	cannibalism	1
3751	mandatory work without exemption nazi see problem	0
3752	isnt black guy clue board game would called solved	1
3753	nut november champion	1
3754	porn christian	0
3755	pug cute hell thats son	0
3756	allah akbar islam religion shouting slogan make people think die terrorist attack	1
3757	wife like hand grenade remove ring house gone	0
3758	fuckin bastard win going hang noose better fix shit hillary clinton email donna brazile october	0
3759	never let anyone tell can not look beethoven everyone told would never musician deaf listen	1
3760	im gnigger youve robbed	1
3761	original black friday sale	0
3762	dont ex y like hell date	0
3763	wife died giving birth daughter youre alone room naked born daughter	0
3764	nein shawty ya bday anne frankly hope celebrate bae	1
3765	told common core purposely designed confusing frustrating parent look ignorant child get confused feel stupid uneducated kid whove programmed depend state answer make much better conformist debt slave future	0
3766	get black guy see baby	0
3767	father christianity pagan sunworship constantine	0
3768	playboy offered million dollar pose nude nat geo offered	1
3769	official white house holiday ornament	0
3770	happy pride month let go beat lesbian	1
3771	halal meat youre looking	0
3772	trump get elected im leaving country like share think leave	0
3773	rosenbergs executed selling nuclear secret russia clinton actually sold nuclear material development weaponsto russia	0
3774	section australian constitution person allegiance foreign power entitled seat government un foreign power	0
3775	piggy back ride racing friend one way get cardio	0
3776	liking ur fb post	0
3777	dear mrsimtoogoodtoanswermydms last dick pic ever send as month still nude dont deserve know got last dick pic put filter perfect	0
3778	knowing white people thats probably baby father	0
3779	girl problem throw acid bitch	1
3780	fuck catholic fuck catholic church fuck pope	1
3781	kid africa dancing good time	0
3782	show pta meeting know kid little shit	0
3783	oh boy cant wait clean shower guard taking u	0
3784	making america white	0
3785	pet niguana sale come food dish toy screen lid cant get obo	1
3786	take zoo said theyll learn something new said	0
3787	retarded kill u must	1
3788	throwing gay one boy	1
3789	watch ill put bomb car	1
3790	goat look wiser	0
3791	eat bacon sex	0
3792	said choke daddy gave popeyes biscuit without drink	0
3793	stonger man one hope	0
3794	daily activity log got	0
3795	wear public section steal	1
3796	banged girl stutter finished could say	1
3797	greeting white person time die	1
3798	mississippi wind chime	0
3799	happy pride month yall disney proudly present gentleman tranny	1
3800	high school got brace friend told youre black even teeth behind bar	1
3801	black power come responsibility	1
3802	happy stupid	0
3803	presidency isi caliphate blm antifa war police built	0
3804	say lot bad thing pedophile least drive slowly past school	0
3805	oh boy cant wait visit notre dame cathedral april fuck french fuck french bunch gay cuckholds	1
3806	wan na watch porn golf porn already know golf	0
3807	say allahu akbar go aheadsay	1
3808	said go bitch bitch bitch	0
3809	make harder criminal get gun even prevent one tragedy let make harder pervert use lady room even prevent rape one	0
3810	family mexico crossing border	0
3811	got phone wet try leaving dry rice overnight attract asian fix electronics	1
3812	kid pig please dont get u confused	0
3813	owns ice cream shop	0
3814	warms heart seeing father spending time woth kid	0
3815	texas church like pew pew pew	0
3816	red bull give wing vodka give	0
3817	extremist brain washing child	0
3818	mamma hungry	0
3819	got brace friend told youre black even teeth behind bar	1
3820	dont understand specific kind stupid admire total commitment	0
3821	rosie donnell removed home today make good threat leave u donald trump became president	0
3822	long run till chain tightens	0
3823	please tell happens people	0
3824	tell islamic friend can not go plane right keep life	1
3825	youre fuhrking back say ill pay gas bill daddy	0
3826	catch goat another man	0
3827	come acting scarlett johansson amazing tit	0
3828	look youre black celebrate july	1
3829	nevr forget said didnt forget fighting together	0
3830	dear diary miss fucking	0
3831	like sperm get million one work	0
3832	stop illegal immigrant theyre taking land stole	0
3833	monday got like	0
3834	portable dishwasher slash sandwich maker	0
3835	join democrat party indulge deep seated supremacist proclivity helping minority also love black cock	1
3836	dont talk he gay shut bitch	0
3837	dishwasher done good	1
3838	dark humor like food everyone get justnorthkoreathings	0
3839	dont embrassed mark lot guy yell harder daddy rectal exam	0
3840	listen sweetheart let sink never owned slave never picked cotton end lesson dont owe shit	1
3841	german s soldier punishing small jewish boy sticking sharpened spear boy anus auschwitz concentration camp poland colorized	1
3842	muslim terrorist	0
3843	iroc z italian retard cruising	1
3844	racing pink slip africa	1
3845	oh youre triggered must hard special snowflake	0
3846	cop see unarmed black youth	1
3847	man accused raping old daughter friend deny accusation thenthe girl committed suicide said lying democrat protected po	0
3848	thank much ariana grande youre welcome	0
3849	finally brotherslayer spawn killer strength youre still nothing nigger	1
3850	favorite animal carrot	0
3851	thats wrong america white people	1
3852	girl killing cockroach boy killing million jew	1
3853	muslim sex goat wipe ass hand drink camel piss im unclean one	1
3854	subway similar prostitution pay someone else wife job	1
3855	maury show way time	1
3856	valentine islamic country	1
3857	isi mean goat fucker dont like bacon	0
3858	youre cutting onion infront wife youre trying hold tear	0
3859	oh look new dishwasher arrived	0
3860	isnt even final form	1
3861	know aint got class muthafucka	0
3862	home depot check new kenyan fly strip	1
3863	islam religion peace stop criticizing religion	1
3864	femenist men evil must castrated theyre capable want commit rape waiting line best buy neat	1
3865	like one kid remember	0
3866	catch goat another man ya done fucked	0
3867	fuck muhammed pig fucker	1
3868	take monkey shit embarassin u	0
3869	moment threesome	0
3870	jesus love welcome homosexual heav dont decieved homosexual inherit kingdom god	1
3871	rape whistle im afraid use admire optimism	0
3872	im going kill gay make slavery legal take away woman right im muslim	1
3873	great punching bag	1
3874	cheer hater patient much coming	0
3875	let end racism together	0
3876	oh youre tired antireligion post dont pray stop	0
3877	tell aspen tree way	0
3878	year challenge	0
3879	love precious always mine	0
3880	jew walk train call fuel	1
3881	errand run youre tired deal	0
3882	youre arguing someone trying notto hit	0
3883	youre usually happy afghan girl broke youre asad afghan taliban spokesman	1
3884	wan na report something report deez nut	0
3885	sometimes crunch jizz dry bring white powder party watch people snort cock sand	0
3886	making white trash album could send picture thatd great	1
3887	say got nose	0
3888	trump supporter like fucking mexican	1
3889	got back ex	0
3890	much holla cost	1
3891	sorry im late racist comment started yet	0
3892	grandma getting run reindeer year	0
3893	theleft never condemn sharia law muslim vote matter preserving constitution	0
3894	christian retarded	1
3895	brown flush	1
3896	look father sell goat	0
3897	victoria police introduces new weapon fight apex gang	0
3898	barack obama america first black president america first mixed race president	0
3899	proving dont poor trash	0
3900	head diaper required shit brain	1
3901	african american leader organizing la riot april	0
3902	got itch back cant reach white friend got	0
3903	rare photo obamas birth	0
3904	going vacation v going back work	0
3905	guy grab girl as bar	0
3906	war drug ridiculous thats money could using bomb fuck muslim	1
3907	improved machine	0
3908	yet begun defile	0
3909	cook turkey usa cook turkey romania	0
3910	hello may please speak jesus cause folk gon na make break least ten commandment	0
3911	love black people think everyone one	0
3912	patience good thing come come wait	0
3913	hmmm new wife smell	1
3914	tit give free stuff	0
3915	muslim muslim congress defund homeland security	1
3916	ordered new anne frank puzzle	0
3917	hurry die chocolatey little fuck im fucking starving	1
3918	black guy	1
3919	doesnt let anything stop great day	0
3920	feel like big bad wolf looking little pig	0
3921	face parent make bring home new pet hamster	0
3922	convert dishwasher weed eater	0
3923	bill comin ya friday like	0
3924	get mad film portraying muslim murderous savage responds murdering savage	0
3925	muslim guy heaven	1
3926	know like tv doesnt work give hard hit better	0
3927	racist call goat humper even though hump goat	1
3928	one time camp someone much gas	0
3929	hey bro im racist bro ever noticed poo coloured woman loud ugly stupid fat act like primate havent noticed	1
3930	muslim entrance hello brother brenton tarrant	0
3931	said wanted gave diabeetus	0
3932	ten cent day delicious hand jerky	0
3933	vitiligo look like african male	0
3934	dont always get called homophobe people saying always look like retard	1
3935	justin bieber look like year old lesbian	1
3936	protect gay right	0
3937	friend posting suicidal meme group chat day hear ambulance drive past crazy son bitch	1
3938	isnt even final form	1
3939	people killed christchurch muslim people killed christchurch mosque muslim	1
3940	high officer hi	0
3941	im awesome piano suck organ	0
3942	chemical called astrazine monsanto hired find change sexual orientation straight frog homosexual frog pump chemical water ghetto u	1
3943	right back left gas	0
3944	bed short feed stick	0
3945	decide stop racism burning symbol	0
3946	one time camp got baked	0
3947	well look time time piss liberal tweet	0
3948	oh sweetie little late new york though	0
3949	pete buttigieg leviticus man also lie mankind lieth woman commited abomination	1
3950	hillary clinton death penalty gallows pure evil anyone still practice form execution sick	0
3951	depends treat	0
3952	fight captain america argument	0
3953	u got ta prepared disloyal sht matter loyal u person	0
3954	im going post bunch slutty picture act promiscuous internet doesnt anyone want date men trash	1
3955	think almost got dishwasher working	0
3956	america first rag head fuck people trump enemy people	1
3957	black people smell bad blind people hate	1
3958	finger girl auschwitz	1
3959	yeah bitch kill streak	1
3960	good morning gamers let go kill trannies	1
3961	youre good farmer raise healthy animal	0
3962	muslim muslim congress defund homeland security	1
3963	thinking robbery	1
3964	small dick tell jewish girl suck cant	1
3965	dishwasher break give kick make work kid watching beat wife	1
3966	ask stoke patient smile	0
3967	well split dick call caitlyn	1
3968	define nowfag want	1
3969	medium try show one side story	0
3970	time hang dirty hooker tranny	0
3971	got phone wet try leaving dry rice overnight attract water phone fix electronic	0
3972	stop recent culture people telling u theyre offended expecting u give fuck	0
3973	youre convicted rapist rerun show still tv like tweeted something	0
3974	start praying remember always say name allah	0
3975	face make us wrong hole	0
3976	men ride crotch rocket check pizza	0
3977	know like tv doesnt work give hard hit better	0
3978	people reject stand truth problem walking alone	0
3979	asked mom whats dinner	1
3980	stop cry one finger	1
3981	white stole first bike	1
3982	please give white nessa fanarts cant cum nigger	1
3983	assad son exploded better lol hamid	0
3984	predatory behaviour james charles bye sister	0
3985	put fb jail even sweatin cause back account	0
3986	like good shower dont jew	0
3987	post shit mel gibson making film	0
3988	mind business person	0
3989	black people make white joke white people make black joke	1
3990	eat as find youre allergic peanut	0
3991	gay conversion therapist hate man learn cured gay one weird trick	1
3992	monkey wearing makeup dress make woman man wearing makeup dress also woman	1
3993	put ape rape	1
3994	hahaha good one let throw jew oven celebrate	1
3995	transgender nibbas waiting signal light turn red start begging	1
3996	run bacon truck way suicide mission	0
3997	started playing hide seek dad looking year	1
3998	russia collusion myth ready counter punch	0
3999	told u cannabis medicinal value lab result determined lie	0
4000	youre one doesnt bring bottled water hiking	0
4001	got problem optimisim	0
4002	weighed much two people doesnt mean threesome	0
4003	black started wearing pant low white people called saggin spell saggin backwards sneaky white people	1
4004	home depot check new kenyan fly strip	0
4005	happy birthday mexican pay birthday cake	0
4006	power christ compel kitty	0
4007	muslim pull bomb bag fucking big	1
4008	nothing say pull like red solo cup brake light	0
4009	abba ree fryyy	1
4010	small dick tell jewish girl suck cant	0
4011	keep theft	1
4012	greeting tranny time die	1
4013	ran nancy pelosi youre welcome	0
4014	see gas bill	1
4015	california wildfire made million homeless	0
4016	peinigger	1
4017	lucifer hot let kill noncatholics antichrist sun worship	1
4018	white liberal treat minority dont vote democrat	0
4019	difference moderate muslim radical muslim follow allah kill follow allah kill	1
4020	teacher ok class bring calculator mohammed	0
4021	cant hate jew there jew	1
4022	gamer dont life hate woman minority	1
4023	theriously thats methed	0
4024	average white woman average muslim woman	1
4025	show bare naked ankle dirty whore	1
4026	expected pledge allegiance country including america	0
4027	muslim logic pork unclean drink camel urine since medicine according mohammed perfect	1
4028	leaving trail death destruction	0
4029	im interupting anything personal yeah nile eloped im new mom well welcome family mom	0
4030	volkswagen car produce gaz expected ach thats car	0
4031	guy envision lesbian look like lesbian really look like	0
4032	black hebrewisraelite strong delusion warning yes cult gal rev	1
4033	military job getting paid congress job getting paid	0
4034	choco puff left cereal bowl	0
4035	dont see anything wrong stole wheelchair	0
4036	farrakhan speech united center chicago breaking news nation islam member listen minister louis	0
4037	take gun bible	0
4038	democrat claim daca kid shouldnt pay parent crime white people still responsible century slave owner	0
4039	surprise wait everyone	0
4040	made alive democrat didnt get	0
4041	give bread ill kick pregnant transgender	1
4042	turn fruit vegetable turn amp	0
4043	cop ask look niqab legally cant	0
4044	islam religion peace dont agree youre ignorant	0
4045	car trouble need take mechanic	0
4046	government say dont need gun need gun	0
4047	fashion show auschwitz camp	1
4048	meatloaf	0
4049	basic white girl natural habitat imagine heaven look like womenwholovewine wineaisle target whitegirlwasted	0
4050	im islamophobe cant stand cunt	1
4051	dont like leave	0
4052	anymore picture im kiddin let pose	0
4053	kill many want stupid government keep bringing u	1
4054	obama voter	0
4055	trying part	0
4056	senator year vice president blame trump america problem	0
4057	finally synthetic watermelon	1
4058	youve hungerstruck	0
4059	people world deserve help	0
4060	give man suicide	0
4061	idea fast going	0
4062	check sweet new scrub	0
4063	people aftey put divider grocery	0
4064	thing deeply depressed people dont smile teeth smile eye	0
4065	wan na see fucked meme let see got	0
4066	french protesting high tax pay free shit didnt protest get free shit nobody said smart	1
4067	let end poaching	0
4068	white trash right	1
4069	randomly deciding bake something	0
4070	amazingly realistic wax figure anne frank	0
4071	thats little savage little savage	0
4072	zuckerberg approves	0
4073	muslim believe get killed woman go straight hell well lady time lock load	1
4074	men like dog excited see idea mad	1
4075	dont always fuck midget go ball deep	1
4076	complains islamaphobia hate jew christian atheist gay culture tradition country	1
4077	build house ordinary citizen live poverty blame apartheid	0
4078	take dishwasher restaurant start talking	1
4079	attack one muslim attacking muslim attack one american attacking american	0
4080	say knock trump go penny power maxine water yes actually said blame president trump inciting violence	0
4081	people loosing mind terrorism isi america veteran like wake go fuck shit go iail	0
4082	hijab diaper people shit brain	1
4083	feeling cute may go cousin later	0
4084	maybe catholic church protects pedophile preists last time christianity shunned pedophile started islam	1
4085	greatest prostitute history m pacman cent swallowed ball died	0
4086	wan na go masturbate fuck yeah masturbating	0
4087	racist dont like brown sugar	1
4088	much cocaine nobody share	0
4089	found steroid make dick small	0
4090	jimmy carter created department education since u gone education	0
4091	muslim defund homeland security muslim congress	1
4092	wanted mental deficient	1
4093	share meme instead tagging friend fucking nigger	1
4094	like refugee like	1
4095	look woman give cant finsh job	0
4096	first rule fight club	0
4097	muslim woman whine dont feel safe u wearing headscarf trump president go back country theyll stone death wearing	1
4098	im mixed gorilla rhino	1
4099	god chocen psychopath living stolen land armed subsidized socalled jewish state	1
4100	hate racism would choose hate entire group people becase way behave	1
4101	youre jewish dj khaled suffering s	1
4102	dad ive much drink	0
4103	name todd retodd	1
4104	number cause islamophobia behaviour muslim	1
4105	tranny sale	1
4106	temptation	0
4107	black people trying wake	0
4108	said girl run world told get back kitchen	1
4109	mom horse smell funny	0
4110	gee id like suicide bomb crap church got thing couldnt abdul	1
4111	stepped landmine didnt weigh enough	0
4112	called joke used tell people became offended everything	0
4113	dishwasher acting weird whats chopping fucking vegetable	0
4114	florida school forcing student stand national anthem support please like share	0
4115	got kicked hogwarts using black magic	1
4116	im smart im streetsmart oh sure youre street smart sesame street smart	0
4117	way wife decided abort unborn gay son	1
4118	people keep calling terrorist identify firework	0
4119	race unite islam	1
4120	bigbird singing child seasame street	0
4121	vitiligo disease michael jackson suffered	0
4122	dont time racist american muscle four working tire	0
4123	said mr president there walmarts north korea target	1
4124	thing white people mass shooting smoke meth fuck family member fuck animal steal black lie racist suck sport	1
4125	he muslim asks role play	1
4126	michelle obama angry monkey	1
4127	time put panic back hispanic	1
4128	fighting cut b stole girl c ran dtheyre play fighting funsies	0
4129	sleevies hitler keep army	0
4130	oh man parent going kill	0
4131	handjobs sold seperately	0
4132	know youre white trash hoe talk much shit stop acting like innocent victim	1
4133	wax figure reconstruction anne frank	0
4134	twin third husband conceived married first husband delivered married second husband adopted divorced married third husband im married fourth husband im evangelical belief sanctity marriage	0
4135	wonderful smell smell like caramel oh today burnt diabetic	1
4136	someone drop penny	1
4137	muslim conservative hating jew	1
4138	sen mitt romney wall declaration let make last term utah voted trump emergency	0
4139	tranny girlfriend fucking	1
4140	bitch please know thats lie	0
4141	old yearbook photo cute child	0
4142	asian eye like isnt hard see	1
4143	cant handle truth	0
4144	start car peed hillary leg	0
4145	hurry barack home soon	1
4146	look find husband isnt coming home mosque	1
4147	name winter youll coming soon	0
4148	ya partner think there donut left there two	0
4149	look told mom cleaned room	0
4150	islam europe go home	1
4151	call group inspector chain command fear orsemen apocalypse	0
4152	patty cake patty cake butthole hand got tourette syndrome chicken fucked ham	0
4153	hardest part breaking drop bomb twice get	0
4154	realize walked	0
4155	selfish people never notice live die never notice love care towards notice left realise cant use anymore	0
4156	baby look like pay child support	0
4157	took wife subway today asked girl make sandwich said problem turned wife said mutherfuckin hard	1
4158	never forget said proof forgotten	1
4159	cop pronouncing right kfc guy allen cop ok grape soda	1
4160	rotissified	0
4161	make citizen make family	0
4162	black girl green contact bitch stop look like xbox	1
4163	allowed watch excuse miss cowboy game course sir youre allowed gay anywhere	0
4164	muslim nibba lost bag help find	1
4165	never forget holocaust	0
4166	rich white trash look like time take trash	1
4167	white people walked four black people came showed stand	1
4168	oh herro preeze welcome shitty wok take order preeze	1
4169	cheer hater patient much coming	0
4170	pedal faster patrick owner coming	1
4171	suffering	0
4172	wife sister tried kill yesterday kind sick bitch put chloroform dirty panty	0
4173	tired bitch running dick give clamp bitch	1
4174	white trash nation	1
4175	stress weighing	0
4176	liberal japan gun control without issue make think cant work usa whispering black people	1
4177	see rollin hating	0
4178	dont see color race make sure surround white people	1
4179	youre going mph school zone preschooler crossing street fun begin	0
4180	begin pedophelia always end game gay marriage christian tried warn	1
4181	head diaper proof indian poo poo brain still defamation	1
4182	meanwhile isi strip club	0
4183	let play muslim	1
4184	ratchet strap	1
4185	west side east side genocide	0
4186	welcome muslim brotherhood	0
4187	black people anything doesnt belong	1
4188	retarded star retarded team week	1
4189	smirked adult medium coverage day shot school medium coverage day	0
4190	lick woman clit minute revert factory setting alls forgiven	1
4191	snuffy big bird discus efficient way rape drugged man hush child	0
4192	banned islamic country western country shouldnt banned	0
4193	cheer people change mind presented information contradicts belief	0
4194	walk waiting room ford service dept	0
4195	wear silk panty cotton one remind slavery	0
4196	turn	0
4197	ugly dont choice	0
4198	talk muslim people wrong correct	1
4199	ernie mock tyrones lack father front whole class	1
4200	country forced keep mouth shut free talk trash country hope change country forced keep mouth shut	1
4201	whats difference oral sex anal sex oral sex make day anal sex make hole weak	0
4202	im arresting crime commit future	0
4203	obama voter	1
4204	dont understand thought killed everyone dirt u	0
4205	see black life matter	0
4206	smash gender stereotype men potential rapist	1
4207	say woman work never done maybe thats get paid le	1
4208	indian man marries scratch dot wife forehead see he gas station motel subway resturant	1
4209	african eat food mmmm delicious	1
4210	tresspass federal land well stalk hunt kill unless mexican	1
4211	jew walk shower hey man get towel auschwitz guard	1
4212	introducing honky kong	0
4213	said glass juice gas jew	1
4214	mean thing swing aint got	0
4215	xboxone farming simulator	0
4216	play taliban bingo	1
4217	america grandpawhy didnt stop	1
4218	purchase come theft	1
4219	okay believe believe okay demand believe way	0
4220	short history u president	1
4221	want proof firefighter better ask police officer wife	0
4222	get dunked fucking jew	1
4223	jewber uber jew	0
4224	walk people celebrate gift life	0
4225	yes know trump said hed build wall president say lot thing without acting get vote	0
4226	whatsthe difference heroin cop think twice shooting heroin	0
4227	kill many want stupid government keep bringing u	1
4228	ask fire extinguisher reply dont smoke	0
4229	racing pink slip south africa	1
4230	look im yo daddy	0
4231	identify dog poop yard	0
4232	white kid like im killing everybody watch	0
4233	look right angry stop bombing country	0
4234	new implant actually fix stupid	0
4235	old people wedding always poke say youre next started thing funeral	0
4236	premier michel marrakesh	0
4237	hitler killed lot people	0
4238	marriage simple wife whatever want whatever want	0
4239	american realize fish swim school	0
4240	rape snuggle struggle	0
4241	weiner pit like mouth	0
4242	face make medium call bruce jenner catlyn jenner	1
4243	aytone da frank transferred multiple camp shouldnt whacked da first time doesnt seem efficient	1
4244	im expected walk eggshell country dont offend century islamic goat humpers aint figured yet century hell kinda meat headed bullshittery call	1
4245	hate thing racism sexism white men	1
4246	im evolved monkey cartoon ball nasa told science bruh	0
4247	let get straight muslim hate want kill got ta give gun	1
4248	learn make koolaid like britney	0
4249	bigger head smarter	1
4250	omg quick someone call hasmat smell like concentration camp	1
4251	treaty versailles exists nazi germany fuck even supposed mean	0
4252	meanwhile isi strip club	0
4253	would help give push ask	0
4254	proof fruit vegetable	0
4255	drop care package someone else take loot	0
4256	let see considered dark honeyyou killed butterfly butter month dad also killed cockroach today nice try	1
4257	head teacher given power ban burqa british school share want full ban britain	1
4258	imagine world muslim imagine peace	1
4259	rape cuddle struggle	1
4260	gender want	0
4261	behead atheist kill kill kill saria law buslims buslim country let respect religion peace brother buslims minority	1
4262	hate snow white land	0
4263	japanese fashion trend	1
4264	tuesday january legacy le hour left could undone pen phone le minute	0
4265	look give friend know he lyin	0
4266	sex fun game someone sleep wet spot	0
4267	see difference negro real jew european fake jew	1
4268	kill many want stupid government keep bringing u	1
4269	comedian sarah silverman say prolife law make want eat aborted fetus one day reason started putting people camp	1
4270	thats man baby	0
4271	cutting hand leopold ii belgium massacred million african	0
4272	former first lady interview	0
4273	blowing cartridge oh fuck put back	0
4274	woman ask equal right give equal left aswell	1
